chr1	937850	941599
chr1	1149280	1152279
chr1	1279200	1283179
chr1	1307630	1312749
chr1	1361650	1363849
chr1	2123680	2131879
chr1	2513830	2518479
chr1	3371530	3374849
chr1	3660900	3663879
chr1	9647400	9657229
chr1	9960150	9973749
chr1	10854430	10856949
chr1	12037930	12047429
chr1	12078850	12081379
chr1	16061050	16063329
chr1	16064180	16066199
chr1	16337830	16349649
chr1	20985900	20990479
chr1	23804600	23812099
chr1	26480880	26493149
chr1	27699250	27701399
chr1	29448600	29453049
chr1	32033050	32056249
chr1	44410650	44415499
chr1	45138330	45141879
chr1	100713980	100716899
chr1	148927800	148930399
chr1	150227300	150233699
chr1	151339980	151346099
chr1	151803080	151806949
chr1	153915700	153922549
chr1	154925950	154931229
chr1	204010500	204015049
chr1	205471350	205477149
chr1	214448850	214457949
chr1	224544200	224546429
chr1	226492350	226498679
chr1	228333250	228335279
chr10	694600	697729
chr10	698880	702479
chr10	14115300	14117799
chr10	75407750	75417129
chr10	77187200	77192049
chr10	88712330	88722199
chr10	100173400	100176299
chr10	134210300	134215799
chr10	135185580	135188849
chr11	450730	452949
chr11	803650	807549
chr11	817800	821749
chr11	842750	847999
chr11	1859750	1865449
chr11	1883600	1887029
chr11	1940500	1949349
chr11	1965980	1972229
chr11	2007080	2010879
chr11	2478500	2486549
chr11	2910230	2912229
chr11	4663080	4669349
chr11	6517630	6520149
chr11	8106800	8108899
chr11	44779900	44789979
chr11	45682650	45685499
chr11	46359280	46364779
chr11	46381550	46388679
chr11	47196880	47211899
chr11	47289380	47293829
chr11	57001650	57003999
chr11	61343900	61345999
chr11	61641550	61644149
chr11	63684250	63691129
chr11	63705000	63708099
chr11	64006730	64011049
chr11	64070830	64074629
chr11	64083730	64089799
chr11	64120350	64128099
chr11	64510600	64517099
chr11	64566650	64572699
chr11	64657150	64663099
chr11	64682930	64687299
chr11	64755730	64758599
chr11	64862300	64865579
chr11	65077050	65079229
chr11	65403430	65410199
chr11	65637800	65641799
chr11	67156500	67160899
chr11	67181830	67188699
chr11	67270450	67277679
chr11	67372880	67376099
chr11	67394880	67397079
chr11	67397380	67400999
chr11	68669900	68673799
chr11	69061700	69069049
chr11	69301500	69305099
chr11	72428900	72435899
chr11	72926850	72931279
chr11	74870080	74873249
chr11	119184500	119193429
chr11	124765550	124772199
chr11	130732700	130739179
chr11	130740680	130743829
chr12	6739500	6743499
chr12	7050980	7056099
chr12	7065200	7074549
chr12	27931400	27934829
chr12	48154830	48160049
chr12	52583730	52590249
chr12	53494300	53500099
chr12	57604630	57608729
chr12	58001480	58008899
chr12	58119150	58121199
chr12	90103100	90105279
chr12	117534350	117536479
chr12	122149000	122153979
chr12	123559250	123575149
chr12	123575300	123606029
chr13	111157000	111163849
chr13	113623380	113625479
chr14	23902280	23915729
chr14	24613880	24617999
chr14	25514800	25521199
chr14	53196100	53198649
chr14	67979550	67982249
chr14	90917300	90922299
chr14	103586900	103589979
chr14	103992800	103997049
chr14	105142300	105150199
chr14	105153800	105158049
chr14	105187480	105192299
chr14	105192780	105194929
chr14	105195830	105204779
chr14	105530000	105532449
chr14	105554750	105560449
chr14	105884430	105890499
chr14	105936030	105952849
chr15	36867750	36870399
chr15	40613850	40616049
chr15	40730530	40733399
chr15	41247600	41251249
chr15	41849380	41851899
chr15	62457530	62459779
chr15	71476280	71481579
chr15	74606200	74608699
chr16	118550	130449
chr16	427600	430899
chr16	574980	577699
chr16	685600	694399
chr16	1469350	1472449
chr16	1828450	1830549
chr16	1875050	1878249
chr16	2020650	2023879
chr16	2262050	2266549
chr16	2299730	2303279
chr16	3191730	3196149
chr16	19726930	19731429
chr16	30381630	30385179
chr16	30536350	30540449
chr16	30549450	30552249
chr16	30795330	30800349
chr16	30903680	30909349
chr16	31122030	31126299
chr16	46776200	46786679
chr16	56994150	56997349
chr16	58528100	58531499
chr16	66638980	66641179
chr16	66965730	66971329
chr16	67557730	67568399
chr16	67700130	67702549
chr16	68263750	68268249
chr16	68277400	68283829
chr16	81475680	81482179
chr16	83930830	83940479
chr16	84175700	84179199
chr16	84536800	84540049
chr17	921580	927029
chr17	976050	980499
chr17	1384900	1400779
chr17	2238380	2242929
chr17	2609200	2611349
chr17	4456380	4460729
chr17	4868900	4879399
chr17	4888830	4894049
chr17	8128700	8131129
chr17	19279500	19282399
chr17	27945730	27951749
chr17	37819630	37837829
chr17	37884730	37887429
chr17	40705030	40708349
chr17	41907450	41912249
chr17	41923180	41927749
chr17	42247200	42250329
chr17	42277350	42279399
chr17	43203380	43211299
chr17	43299000	43307899
chr17	43500750	43505049
chr17	45769930	45775129
chr17	48171180	48176399
chr17	48449130	48451499
chr17	48619730	48621949
chr17	62074250	62078049
chr17	72872300	72875879
chr17	73503400	73511679
chr17	73585450	73588399
chr17	74439750	74449399
chr17	75393930	75398049
chr17	76122080	76127979
chr17	76138880	76142799
chr17	76898000	76900049
chr17	76917250	76924629
chr17	76975600	76977629
chr17	77750250	77752249
chr17	79012250	79014249
chr17	79280000	79288399
chr17	79676980	79679049
chr17	79789250	79793849
chr17	79820600	79822599
chr17	79881300	79885699
chr17	79933380	79936049
chr17	79978800	79981299
chr17	80056450	80060499
chr17	80170500	80172549
chr17	80185000	80189079
chr18	7232780	7235749
chr18	32072330	32075829
chr18	59418880	59420879
chr19	457930	462449
chr19	1204180	1210999
chr19	2013430	2017449
chr19	2718250	2720349
chr19	2721400	2725129
chr19	3027000	3031149
chr19	3357000	3359979
chr19	3930650	3932849
chr19	4517900	4520749
chr19	4638100	4640149
chr19	8405250	8409529
chr19	8430330	8434329
chr19	10539800	10545299
chr19	11544680	11547879
chr19	14141200	14144229
chr19	14217250	14219899
chr19	15216650	15220329
chr19	15232930	15237899
chr19	17412600	17418449
chr19	17666050	17668899
chr19	34854350	34858199
chr19	37824430	37826979
chr19	39108050	39111379
chr19	39132800	39136779
chr19	42923050	42928179
chr19	45310400	45315649
chr19	45925350	45928979
chr19	47548900	47552299
chr19	49130080	49132179
chr19	49246330	49251199
chr19	49312350	49317799
chr19	49841400	49845099
chr19	50091980	50096699
chr19	50190100	50192799
chr19	50311200	50314199
chr19	55986350	55992199
chr19	56159080	56163729
chr19	58788250	58791979
chr19	58985900	58989149
chr2	26463700	26470749
chr2	27577800	27581299
chr2	71693380	71698379
chr2	86420630	86422849
chr2	97535400	97542429
chr2	128400730	128402849
chr2	132247880	132249929
chr2	162929150	162931229
chr2	219268450	219272979
chr2	220081700	220083849
chr2	220279700	220288849
chr2	220487900	220503449
chr2	237168450	237173579
chr2	238393950	238399729
chr2	241836580	241839499
chr2	242798300	242803129
chr20	3183500	3185779
chr20	3744750	3749799
chr20	3798150	3802979
chr20	30597300	30599829
chr20	44043350	44050849
chr20	60691250	60697399
chr20	60980500	60982679
chr20	61422600	61429579
chr20	62127280	62136049
chr20	62257800	62260899
chr20	62487700	62491949
chr20	62598150	62605699
chr20	62683150	62687899
chr21	44894180	44902029
chr21	45342180	45350899
chr22	18889580	18893529
chr22	19507780	19514699
chr22	19554700	19558529
chr22	20007100	20014429
chr22	20019100	20021679
chr22	20103200	20105499
chr22	20115300	20119029
chr22	20191650	20194949
chr22	20307150	20310579
chr22	24572450	24574579
chr22	24576000	24579399
chr22	24813880	24818099
chr22	24819650	24822699
chr22	25759850	25762399
chr22	29277680	29279749
chr22	29700700	29709399
chr22	31513550	31520899
chr22	36005130	36020099
chr22	38844330	38850849
chr22	41863350	41867199
chr22	42980000	42982049
chr22	47022480	47025799
chr22	50346600	50353799
chr22	50746300	50752549
chr22	51014300	51022929
chr3	9884280	9887099
chr3	16304800	16310129
chr3	46503580	46506349
chr3	46730700	46739949
chr3	46741050	46744679
chr3	46901750	46917629
chr3	47016580	47030849
chr3	47553250	47555429
chr3	48538100	48542099
chr3	48645280	48647579
chr3	48933350	48937749
chr3	49129400	49133149
chr3	49140100	49143649
chr3	49156450	49159799
chr3	49167180	49174629
chr3	49201400	49205299
chr3	49207300	49215029
chr3	49839150	49847149
chr3	50323480	50326949
chr3	50327080	50332249
chr3	50332550	50342399
chr3	51995350	52003949
chr3	52015700	52019599
chr3	52442050	52446799
chr3	52525050	52530899
chr3	58221830	58225429
chr3	122687430	122699229
chr3	123410600	123414179
chr3	127871100	127876849
chr3	142313680	142316179
chr3	183732100	183737229
chr3	183902130	183905599
chr3	184532400	184534899
chr3	194303850	194306349
chr3	196667800	196671699
chr4	679900	684749
chr4	698200	702999
chr4	1242630	1244849
chr4	2264730	2269349
chr4	2787230	2795149
chr4	17512050	17515299
chr4	106628350	106631429
chr4	153603800	153605849
chr4	185302650	185313499
chr5	192450	196749
chr5	269850	272399
chr5	65890530	65892729
chr5	68512880	68516199
chr5	133770180	133776179
chr5	133844100	133848449
chr5	138730080	138733299
chr5	170213550	170217499
chr5	175105900	175116349
chr5	175966880	175972279
chr5	180470430	180473549
chr6	14117500	14120079
