1	937850	941599
1	1091200	1094149
1	1149280	1152279
1	1279200	1283179
1	1307630	1312749
1	1361650	1363849
1	1837630	1841149
1	2123680	2131879
1	2242330	2249699
1	2513830	2518479
1	3371530	3374849
1	3660900	3663879
1	7423230	7425549
1	8012900	8015849
1	9647400	9657229
1	9934430	9936579
1	9940880	9952149
1	9960150	9973749
1	10734280	10740479
1	10772880	10786099
1	10786550	10790549
1	10791850	10799179
1	10801680	10807529
1	10812480	10817979
1	10831180	10833449
1	10854430	10856949
1	10879130	10884499
1	12031700	12033899
1	12037930	12047429
1	12048000	12053699
1	12078850	12081379
1	13865280	13871299
1	16061050	16063329
1	16064180	16066199
1	16337830	16349649
1	16453500	16456829
1	16465230	16485579
1	20985900	20990479
1	21009680	21013999
1	23804600	23812099
1	26067500	26072199
1	26480880	26493149
1	27122950	27129149
1	27699250	27701399
1	29448600	29453049
1	32033050	32056249
1	32089800	32098549
1	35299280	35314379
1	36802950	36806279
1	42277230	42280499
1	43670600	43674649
1	44410650	44415499
1	45138330	45141879
1	56970100	56976599
1	57011350	57017429
1	62334280	62337179
1	90079300	90083349
1	90306930	90310849
1	100713980	100716899
1	110434100	110441749
1	112271800	112278179
1	112521530	112523599
1	148927800	148930399
1	150227300	150233699
1	151339980	151346099
1	151803080	151806949
1	153736100	153738499
1	153915700	153922549
1	154925950	154931229
1	155137550	155141279
1	176656350	176665149
1	201276700	201279129
1	202075280	202079479
1	204010500	204015049
1	205407400	205409799
1	205471350	205477149
1	205479000	205486399
1	205486480	205490299
1	212698130	212701299
1	214448850	214457949
1	223211500	223215349
1	224544200	224546429
1	226492350	226498679
1	227166130	227169929
1	228333250	228335279
1	230023300	230025349
10	694600	697729
10	698880	702479
10	725380	727529
10	14115300	14117799
10	18599300	18603599
10	18700700	18705129
10	18725480	18732029
10	18757530	18765449
10	23689430	23696499
10	34006750	34010979
10	71216650	71235679
10	72081250	72083479
10	73226980	73229099
10	73230130	73237199
10	73451050	73453779
10	73466580	73476399
10	73504780	73511799
10	75407750	75417129
10	75624330	75629379
10	77187200	77192049
10	88712330	88722199
10	99249330	99251949
10	100173400	100176299
10	100224550	100228149
10	103204750	103206999
10	105514950	105524199
10	105786850	105790749
10	112437780	112450379
10	121016430	121018499
10	121090250	121103699
10	121104150	121106299
10	121106500	121110329
10	121116300	121118629
10	121118650	121124479
10	121158300	121160779
10	123891600	123896429
10	126765030	126775379
10	134210300	134215799
10	134219530	134223249
10	134273880	134276999
10	134327830	134336029
10	135185580	135188849
11	450730	452949
11	803650	807549
11	817800	821749
11	842750	847999
11	1859750	1865449
11	1883600	1887029
11	1940500	1949349
11	1965980	1972229
11	1985800	1990299
11	2007080	2010879
11	2117200	2120499
11	2121830	2125679
11	2478500	2486549
11	2910230	2912229
11	4663080	4669349
11	6517630	6520149
11	8106800	8108899
11	12917100	12923429
11	44036680	44040749
11	44598230	44602279
11	44779900	44789979
11	45682650	45685499
11	46337730	46340829
11	46359280	46364779
11	46381550	46388679
11	47196880	47211899
11	47289380	47293829
11	47434750	47438899
11	57001650	57003999
11	61315300	61318799
11	61319400	61321479
11	61343900	61345999
11	61362250	61366499
11	61641550	61644149
11	63639200	63644179
11	63684250	63691129
11	63705000	63708099
11	64006730	64011049
11	64070830	64074629
11	64083730	64089799
11	64120350	64128099
11	64510600	64517099
11	64566650	64572699
11	64613800	64635029
11	64657150	64663099
11	64682930	64687299
11	64755730	64758599
11	64862300	64865579
11	65077050	65079229
11	65135580	65140999
11	65403430	65410199
11	65637800	65641799
11	67156500	67160899
11	67181830	67188699
11	67270450	67277679
11	67372880	67376099
11	67394880	67397079
11	67397380	67400999
11	68121430	68123549
11	68163530	68169599
11	68669900	68673799
11	68887680	68892299
11	69061700	69069049
11	69261150	69264549
11	69301500	69305099
11	69310180	69312849
11	72335630	72347899
11	72428900	72435899
11	72896230	72900149
11	72926850	72931279
