4	186720600	186723249
2	105995880	106004779
11	69261150	69264549
4	187760050	187762849
18	74777530	74781799
17	41951630	41956679
10	93642950	93645049
5	76085030	76088849
2	1654950	1661929
1	203370430	203379079
9	110510650	110515049
17	79778930	79782799
2	55338050	55341179
11	2121830	2125679
4	7841700	7846849
5	149066280	149074249
5	147846830	147855179
5	52774380	52779599
17	16188130	16191949
7	137665030	137670129
3	194797900	194806399
17	2930750	2937799
22	27830480	27832579
18	74810000	74816499
9	113341100	113343129
15	71125850	71129349
9	132889350	132893499
6	20180950	20184749
4	53733880	53738499
20	10488330	10490949
11	64657150	64663099
19	45949500	45955799
11	121541230	121543279
9	140208350	140212529
4	148401030	148405129
3	14244380	14247749
7	137616700	137619479
17	73585450	73588399
13	53171800	53175749
1	236133780	236136979
8	98955050	98958279
11	114178000	114181049
10	11567080	11569099
21	46364500	46383849
1	52105750	52111449
8	8203380	8207149
21	36256180	36261749
5	755800	761729
6	25295800	25300849
3	99355480	99361399
6	36701630	36704079
6	11317330	11319429
11	121592650	121595349
2	26941880	26948899
4	114898700	114901699
6	15511050	15515999
17	9945050	9947099
10	3976250	3979699
9	140144030	140149999
7	134450630	134452829
1	87594550	87599599
5	171855600	171859349
14	50436650	50440499
10	71216650	71235679
16	89588980	89592979
18	65183480	65186129
16	83930830	83940479
17	21292630	21295199
8	125405600	125409029
5	76010400	76015449
9	139813750	139816099
2	224588980	224591299
2	38299030	38302099
6	168453650	168457429
6	164163080	164173329
22	35714230	35717199
5	1116580	1129679
10	95223130	95232129
8	38560900	38562899
1	223211500	223215349
8	25837930	25844199
14	73334550	73338899
2	38384230	38386249
1	67140630	67144229
18	60928800	60931279
6	26304600	26306729
20	55730350	55733899
16	84168650	84174149
5	138730080	138733299
10	129789080	129791249
5	171837230	171849079
8	95002550	95005279
8	22453030	22464799
2	175497100	175500379
4	12487400	12489449
10	50312080	50316249
13	31438500	31440499
12	117529630	117533099
6	130004100	130007099
13	50931000	50932999
15	71086130	71088349
15	99963730	99968799
10	88842800	88845749
15	101897550	101899729
10	694600	697729
12	117463480	117492879
21	43061030	43063899
8	125684950	125691299
17	535650	537699
1	212698130	212701299
3	197155580	197157749
10	121106500	121110329
11	69310180	69312849
6	35629730	35631829
12	19060380	19062549
11	64006730	64011049
6	27485830	27487979
7	1550150	1555199
4	185263550	185271629
12	820750	830479
16	86897700	86902199
18	74764150	74771699
5	170177630	170180749
10	29947400	29951349
17	62403900	62407599
8	41511200	41530879
10	95217100	95222549
9	112541880	112545699
11	61319400	61321479
6	43273300	43276279
13	110520530	110524349
11	67394880	67397079
6	25279050	25281649
17	73482830	73486199
1	61448380	61451799
16	73205380	73208699
12	108730630	108733129
19	4573680	4579899
1	19739850	19744399
18	46447830	46485279
19	18478300	18483199
1	95466850	95468879
18	60903730	60907249
4	8611250	8614599
16	55508150	55511249
10	64395880	64398099
1	95411480	95413529
14	105884430	105890499
15	48681850	48686229
5	156966550	156969529
17	76261450	76264499
1	117423700	117426279
5	64356900	64360079
17	48921780	48925899
1	117419830	117422999
5	81642550	81646229
1	117528830	117532099
14	61686050	61688079
20	56013850	56019079
4	186496600	186498729
1	230358900	230360999
7	137671000	137675579
19	56159080	56163729
14	52476980	52483249
1	90306930	90310849
22	19560650	19562729
